date,kwh,cost
2022-12-06,109.9,98.91
2022-12-07,81.3,73.17
2022-12-08,94.9,85.41
2022-12-09,118.3,106.47
2022-12-10,118.9,107.01
2022-12-11,117.3,105.57
2022-12-12,105.4,94.86
2022-12-13,100.5,90.45
2022-12-14,100.4,90.36
2022-12-15,109.6,98.64
2022-12-16,95.7,86.13
2022-12-17,104.2,93.78
2022-12-18,111.7,100.53
2022-12-19,82.2,73.98
2022-12-20,92.2,82.98
2022-12-21,114.8,103.32
2022-12-22,106.3,95.67
2022-12-23,83.4,75.06
2022-12-24,118.1,106.29
2022-12-25,117.9,106.11
2022-12-26,89.3,80.37
2022-12-27,93.1,83.79
2022-12-28,108.5,97.65
2022-12-29,90.6,81.54
2022-12-30,90.8,81.72
2022-12-31,94.8,85.32
2023-01-01,112.1,100.89
2023-01-02,94.4,84.96
2023-01-03,106.9,96.21
2023-01-04,81.6,73.44
2023-01-05,119.6,107.64
2023-01-06,90.4,81.36
2023-01-07,102.2,91.98
2023-01-08,110.6,99.54
2023-01-09,98.2,88.38
2023-01-10,98.1,88.29
2023-01-11,106.7,96.03
2023-01-12,87.8,79.02
2023-01-13,111.2,100.08
2023-01-14,94.2,84.78
2023-01-15,88.5,79.65
2023-01-16,82.1,73.89
2023-01-17,95.2,85.68
2023-01-18,94.3,84.87
2023-01-19,109.5,98.55
2023-01-20,113.7,102.33
2023-01-21,111.0,99.9
2023-01-22,116.2,104.58
2023-01-23,102.0,91.8
2023-01-24,94.8,85.32
2023-01-25,80.8,72.72
2023-01-26,111.5,100.35
2023-01-27,108.9,98.01
2023-01-28,88.8,79.92
2023-01-29,84.5,76.05
2023-01-30,87.7,78.93
2023-01-31,90.2,81.18
2023-02-01,114.5,103.05
2023-02-02,94.6,85.14
2023-02-03,105.1,94.59
2023-02-04,97.1,87.39
2023-02-05,88.2,79.38
2023-02-06,87.9,79.11
2023-02-07,116.0,104.4
2023-02-08,110.6,99.54
2023-02-09,81.5,73.35
2023-02-10,98.3,88.47
2023-02-11,108.2,97.38
2023-02-12,116.9,105.21
2023-02-13,113.7,102.33
2023-02-14,90.7,81.63
2023-02-15,88.3,79.47
2023-02-16,83.2,74.88
2023-02-17,90.9,81.81
2023-02-18,102.9,92.61
2023-02-19,99.8,89.82
2023-02-20,100.5,90.45
2023-02-21,92.2,82.98
2023-02-22,115.0,103.5
2023-02-23,99.9,89.91
2023-02-24,95.5,85.95
2023-02-25,101.8,91.62
2023-02-26,80.5,72.45
2023-02-27,119.3,107.37
2023-02-28,103.1,92.79
2023-03-01,111.4,100.26
2023-03-02,115.9,104.31
2023-03-03,93.4,84.06
2023-03-04,117.5,105.75
2023-03-05,101.4,91.26
2023-03-06,118.8,106.92
2023-03-07,106.6,95.94
2023-03-08,97.3,87.57
2023-03-09,106.8,96.12
2023-03-10,104.2,93.78
2023-03-11,97.2,87.48
2023-03-12,86.3,77.67
2023-03-13,91.6,82.44
2023-03-14,90.5,81.45
2023-03-15,96.6,86.94
2023-03-16,82.6,74.34
2023-03-17,92.9,83.61
2023-03-18,80.3,72.27
2023-03-19,105.3,94.77
2023-03-20,91.2,82.08
2023-03-21,82.7,74.43
2023-03-22,115.6,104.04
2023-03-23,111.1,99.99
2023-03-24,97.1,87.39
2023-03-25,89.9,80.91
2023-03-26,110.0,99.0
2023-03-27,81.5,73.35
2023-03-28,107.7,96.93
2023-03-29,93.2,83.88
2023-03-30,117.5,105.75
2023-03-31,93.4,84.06
2023-04-01,118.2,106.38
2023-04-02,94.5,85.05
2023-04-03,106.4,95.76
2023-04-04,98.3,88.47
2023-04-05,109.4,98.46
2023-04-06,106.3,95.67
2023-04-07,84.1,75.69
2023-04-08,93.5,84.15
2023-04-09,95.5,85.95
2023-04-10,87.1,78.39
2023-04-11,116.0,104.4
2023-04-12,81.8,73.62
2023-04-13,104.4,93.96
2023-04-14,119.9,107.91
2023-04-15,98.4,88.56
2023-04-16,80.7,72.63
2023-04-17,114.1,102.69
2023-04-18,102.8,92.52
2023-04-19,94.6,85.14
2023-04-20,84.8,76.32
2023-04-21,110.4,99.36
2023-04-22,104.6,94.14
2023-04-23,102.2,91.98
2023-04-24,117.5,105.75
2023-04-25,92.1,82.89
2023-04-26,102.0,91.8
2023-04-27,88.3,79.47
2023-04-28,91.1,81.99
2023-04-29,86.2,77.58
2023-04-30,111.8,100.62
2023-05-01,97.2,87.48
2023-05-02,105.6,95.04
2023-05-03,117.4,105.66
2023-05-04,108.9,98.01
2023-05-05,108.8,97.92
2023-05-06,114.9,103.41
2023-05-07,106.9,96.21
2023-05-08,100.7,90.63
2023-05-09,95.3,85.77
2023-05-10,94.4,84.96
2023-05-11,82.1,73.89
2023-05-12,93.9,84.51
2023-05-13,81.4,73.26
2023-05-14,82.0,73.8
2023-05-15,81.6,73.44
2023-05-16,107.0,96.3
2023-05-17,109.5,98.55
2023-05-18,94.3,84.87
2023-05-19,100.8,90.72
2023-05-20,105.1,94.59
2023-05-21,111.1,99.99
2023-05-22,102.9,92.61
2023-05-23,102.6,92.34
2023-05-24,106.8,96.12
2023-05-25,85.5,76.95
2023-05-26,84.6,76.14
2023-05-27,101.0,90.9
2023-05-28,86.1,77.49
2023-05-29,100.2,90.18
2023-05-30,101.5,91.35
2023-05-31,84.1,75.69
2023-06-01,93.0,83.7
2023-06-02,99.2,89.28
2023-06-03,119.6,107.64
2023-06-04,111.3,100.17
2023-06-05,85.3,76.77
2023-06-06,86.6,77.94
2023-06-07,102.2,91.98
2023-06-08,102.3,92.07
2023-06-09,91.5,82.35
2023-06-10,80.8,72.72
2023-06-11,91.9,82.71
2023-06-12,99.5,89.55
2023-06-13,96.4,86.76
2023-06-14,90.5,81.45
2023-06-15,90.0,81.0
2023-06-16,96.0,86.4
2023-06-17,97.6,87.84
2023-06-18,93.0,83.7
2023-06-19,101.3,91.17
2023-06-20,91.1,81.99
2023-06-21,112.9,101.61
2023-06-22,109.7,98.73
2023-06-23,90.3,81.27
2023-06-24,85.6,77.04
2023-06-25,96.1,86.49
2023-06-26,87.6,78.84
2023-06-27,119.9,107.91
2023-06-28,116.7,105.03
2023-06-29,82.3,74.07
2023-06-30,116.9,105.21
2023-07-01,119.5,107.55
2023-07-02,101.7,91.53
2023-07-03,100.3,90.27
2023-07-04,116.7,105.03
2023-07-05,102.8,92.52
2023-07-06,103.2,92.88
2023-07-07,97.7,87.93
2023-07-08,118.7,106.83
2023-07-09,81.9,73.71
2023-07-10,93.5,84.15
2023-07-11,97.4,87.66
2023-07-12,97.5,87.75
2023-07-13,103.6,93.24
2023-07-14,115.9,104.31
2023-07-15,94.6,85.14
2023-07-16,82.6,74.34
2023-07-17,99.2,89.28
2023-07-18,85.0,76.5
2023-07-19,105.1,94.59
2023-07-20,96.4,86.76
2023-07-21,98.1,88.29
2023-07-22,111.4,100.26
2023-07-23,94.7,85.23
2023-07-24,114.5,103.05
2023-07-25,81.0,72.9
2023-07-26,106.2,95.58
2023-07-27,94.2,84.78
2023-07-28,116.7,105.03
2023-07-29,98.5,88.65
2023-07-30,80.4,72.36
2023-07-31,104.8,94.32
2023-08-01,110.3,99.27
2023-08-02,116.4,104.76
2023-08-03,98.7,88.83
2023-08-04,99.3,89.37
2023-08-05,117.6,105.84
2023-08-06,85.1,76.59
2023-08-07,109.8,98.82
2023-08-08,109.9,98.91
2023-08-09,86.0,77.4
2023-08-10,84.3,75.87
2023-08-11,92.0,82.8
2023-08-12,97.9,88.11
2023-08-13,87.2,78.48
2023-08-14,107.2,96.48
2023-08-15,108.6,97.74
2023-08-16,96.8,87.12
2023-08-17,86.8,78.12
2023-08-18,110.5,99.45
2023-08-19,101.3,91.17
2023-08-20,114.8,103.32
2023-08-21,82.5,74.25
2023-08-22,84.3,75.87
2023-08-23,84.4,75.96
2023-08-24,84.2,75.78
2023-08-25,94.9,85.41
2023-08-26,115.0,103.5
2023-08-27,91.4,82.26
2023-08-28,83.2,74.88
2023-08-29,107.9,97.11
2023-08-30,83.2,74.88
2023-08-31,90.3,81.27
2023-09-01,97.9,88.11
2023-09-02,98.9,89.01
2023-09-03,113.5,102.15
2023-09-04,93.1,83.79
2023-09-05,104.6,94.14
2023-09-06,97.4,87.66
2023-09-07,102.0,91.8
2023-09-08,111.7,100.53
2023-09-09,88.6,79.74
2023-09-10,89.8,80.82
2023-09-11,112.3,101.07
2023-09-12,105.9,95.31
2023-09-13,93.8,84.42
2023-09-14,88.0,79.2
2023-09-15,83.3,74.97
2023-09-16,106.3,95.67
2023-09-17,85.7,77.13
2023-09-18,80.4,72.36
2023-09-19,92.8,83.52
2023-09-20,103.7,93.33
2023-09-21,111.2,100.08
2023-09-22,80.2,72.18
2023-09-23,81.9,73.71
2023-09-24,110.0,99.0
2023-09-25,89.0,80.1
2023-09-26,86.9,78.21
2023-09-27,101.2,91.08
2023-09-28,93.2,83.88
2023-09-29,113.4,102.06
2023-09-30,82.7,74.43
2023-10-01,112.2,100.98
2023-10-02,95.6,86.04
2023-10-03,94.5,85.05
2023-10-04,119.0,107.1
2023-10-05,93.8,84.42
2023-10-06,81.1,72.99
2023-10-07,80.0,72.0
2023-10-08,103.8,93.42
2023-10-09,119.3,107.37
2023-10-10,84.1,75.69
2023-10-11,91.9,82.71
2023-10-12,83.6,75.24
2023-10-13,104.6,94.14
2023-10-14,106.0,95.4
2023-10-15,82.7,74.43
2023-10-16,106.5,95.85
2023-10-17,102.5,92.25
2023-10-18,114.5,103.05
2023-10-19,93.5,84.15
2023-10-20,114.1,102.69
2023-10-21,100.9,90.81
2023-10-22,94.8,85.32
2023-10-23,111.9,100.71
2023-10-24,118.8,106.92
2023-10-25,105.6,95.04
2023-10-26,91.9,82.71
2023-10-27,97.3,87.57
2023-10-28,86.2,77.58
2023-10-29,103.6,93.24
2023-10-30,108.8,97.92
2023-10-31,117.5,105.75
2023-11-01,92.2,82.98
2023-11-02,117.2,105.48
2023-11-03,96.9,87.21
2023-11-04,106.8,96.12
2023-11-05,98.3,88.47
2023-11-06,95.3,85.77
2023-11-07,86.3,77.67
2023-11-08,95.4,85.86
2023-11-09,96.2,86.58
2023-11-10,100.0,90.0
2023-11-11,114.9,103.41
2023-11-12,80.6,72.54
2023-11-13,90.7,81.63
2023-11-14,117.8,106.02
2023-11-15,89.8,80.82
2023-11-16,109.0,98.1
2023-11-17,113.3,101.97
2023-11-18,101.2,91.08
2023-11-19,116.3,104.67
2023-11-20,94.0,84.6
2023-11-21,117.4,105.66
2023-11-22,94.0,84.6
2023-11-23,105.0,94.5
2023-11-24,106.8,96.12
2023-11-25,83.0,74.7
2023-11-26,99.0,89.1
2023-11-27,104.6,94.14
2023-11-28,95.2,85.68
2023-11-29,81.8,73.62
2023-11-30,82.2,73.98
2023-12-01,90.7,81.63
2023-12-02,94.1,84.69
2023-12-03,100.1,90.09
2023-12-04,100.3,90.27
2023-12-05,84.1,75.69
2023-12-06,104.6,94.14
2023-12-07,93.1,83.79
2023-12-08,89.5,80.55
2023-12-09,104.0,93.6
2023-12-10,100.9,90.81
2023-12-11,97.6,87.84
2023-12-12,107.8,97.02
2023-12-13,95.5,85.95
2023-12-14,86.8,78.12
2023-12-15,84.6,76.14
2023-12-16,118.2,106.38
2023-12-17,108.2,97.38
2023-12-18,98.1,88.29
2023-12-19,80.0,72.0
2023-12-20,86.5,77.85
2023-12-21,97.9,88.11
2023-12-22,116.0,104.4
2023-12-23,110.7,99.63
2023-12-24,107.6,96.84
2023-12-25,103.1,92.79
2023-12-26,110.2,99.18
2023-12-27,95.2,85.68
2023-12-28,89.7,80.73
2023-12-29,82.7,74.43
2023-12-30,93.7,84.33
2023-12-31,111.9,100.71
2024-01-01,83.9,75.51
2024-01-02,109.0,98.1
2024-01-03,106.3,95.67
2024-01-04,95.0,85.5
2024-01-05,94.9,85.41
2024-01-06,100.7,90.63
2024-01-07,107.9,97.11
2024-01-08,116.0,104.4
2024-01-09,116.7,105.03
2024-01-10,109.0,98.1
2024-01-11,89.3,80.37
2024-01-12,84.3,75.87
2024-01-13,84.7,76.23
2024-01-14,82.1,73.89
2024-01-15,85.0,76.5
2024-01-16,105.9,95.31
2024-01-17,90.0,81.0
2024-01-18,106.3,95.67
2024-01-19,93.7,84.33
2024-01-20,103.3,92.97
2024-01-21,92.5,83.25
2024-01-22,98.6,88.74
2024-01-23,81.9,73.71
2024-01-24,108.4,97.56
2024-01-25,118.2,106.38
2024-01-26,92.9,83.61
2024-01-27,90.8,81.72
2024-01-28,85.9,77.31
2024-01-29,90.1,81.09
2024-01-30,102.0,91.8
2024-01-31,95.7,86.13
2024-02-01,111.3,100.17
2024-02-02,112.4,101.16
2024-02-03,113.2,101.88
2024-02-04,107.5,96.75
2024-02-05,106.0,95.4
2024-02-06,108.1,97.29
2024-02-07,98.3,88.47
2024-02-08,89.4,80.46
2024-02-09,108.4,97.56
2024-02-10,92.2,82.98
2024-02-11,108.7,97.83
2024-02-12,110.3,99.27
2024-02-13,97.1,87.39
2024-02-14,90.1,81.09
2024-02-15,102.7,92.43
2024-02-16,86.4,77.76
2024-02-17,103.7,93.33
2024-02-18,103.4,93.06
2024-02-19,88.3,79.47
2024-02-20,100.3,90.27
2024-02-21,113.9,102.51
2024-02-22,111.8,100.62
2024-02-23,99.1,89.19
2024-02-24,88.0,79.2
2024-02-25,85.7,77.13
2024-02-26,117.1,105.39
2024-02-27,86.3,77.67
2024-02-28,88.3,79.47
2024-02-29,112.2,100.98
2024-03-01,80.6,72.54
2024-03-02,118.7,106.83
2024-03-03,105.4,94.86
2024-03-04,91.3,82.17
2024-03-05,86.0,77.4
2024-03-06,115.6,104.04
2024-03-07,98.2,88.38
2024-03-08,119.8,107.82
2024-03-09,97.4,87.66
2024-03-10,118.9,107.01
2024-03-11,113.1,101.79
2024-03-12,111.6,100.44
2024-03-13,90.0,81.0
2024-03-14,101.0,90.9
2024-03-15,98.7,88.83
2024-03-16,110.9,99.81
2024-03-17,93.0,83.7
2024-03-18,94.2,84.78
2024-03-19,91.2,82.08
2024-03-20,109.1,98.19
2024-03-21,107.7,96.93
2024-03-22,107.2,96.48
2024-03-23,105.3,94.77
2024-03-24,109.9,98.91
2024-03-25,87.3,78.57
2024-03-26,105.3,94.77
2024-03-27,82.3,74.07
2024-03-28,118.9,107.01
2024-03-29,106.5,95.85
2024-03-30,115.6,104.04
2024-03-31,114.5,103.05
2024-04-01,89.7,80.73
2024-04-02,97.9,88.11
2024-04-03,91.9,82.71
2024-04-04,101.0,90.9
2024-04-05,93.4,84.06
2024-04-06,112.1,100.89
2024-04-07,111.6,100.44
2024-04-08,95.8,86.22
2024-04-09,114.0,102.6
2024-04-10,98.2,88.38
2024-04-11,113.2,101.88
2024-04-12,91.1,81.99
2024-04-13,81.6,73.44
2024-04-14,98.5,88.65
2024-04-15,85.6,77.04
2024-04-16,87.9,79.11
2024-04-17,106.4,95.76
2024-04-18,110.1,99.09
2024-04-19,102.0,91.8
2024-04-20,99.1,89.19
2024-04-21,113.3,101.97
2024-04-22,114.4,102.96
2024-04-23,116.4,104.76
2024-04-24,89.5,80.55
2024-04-25,111.6,100.44
2024-04-26,87.6,78.84
2024-04-27,90.6,81.54
2024-04-28,86.9,78.21
2024-04-29,111.5,100.35
2024-04-30,105.2,94.68
2024-05-01,92.6,83.34
2024-05-02,84.0,75.6
2024-05-03,109.1,98.19
2024-05-04,109.0,98.1
2024-05-05,97.6,87.84
2024-05-06,99.1,89.19
2024-05-07,103.7,93.33
2024-05-08,86.9,78.21
2024-05-09,108.1,97.29
2024-05-10,96.4,86.76
2024-05-11,112.0,100.8
2024-05-12,80.4,72.36
2024-05-13,82.4,74.16
2024-05-14,97.4,87.66
2024-05-15,110.0,99.0
2024-05-16,105.5,94.95
2024-05-17,112.4,101.16
2024-05-18,107.7,96.93
2024-05-19,98.5,88.65
2024-05-20,119.5,107.55
2024-05-21,87.7,78.93
2024-05-22,93.1,83.79
2024-05-23,105.0,94.5
2024-05-24,102.5,92.25
2024-05-25,97.7,87.93
2024-05-26,109.8,98.82
2024-05-27,87.5,78.75
2024-05-28,117.6,105.84
2024-05-29,95.5,85.95
2024-05-30,83.4,75.06
2024-05-31,102.2,91.98
2024-06-01,106.8,96.12
2024-06-02,99.2,89.28
2024-06-03,118.4,106.56
2024-06-04,86.5,77.85
2024-06-05,94.1,84.69
2024-06-06,84.5,76.05
2024-06-07,105.6,95.04
2024-06-08,102.5,92.25
2024-06-09,95.0,85.5
2024-06-10,112.2,100.98
2024-06-11,115.1,103.59
2024-06-12,99.0,89.1
2024-06-13,115.0,103.5
2024-06-14,110.9,99.81
2024-06-15,82.8,74.52
2024-06-16,116.2,104.58
2024-06-17,104.4,93.96
2024-06-18,111.0,99.9
2024-06-19,106.8,96.12
2024-06-20,102.5,92.25
2024-06-21,104.0,93.6
2024-06-22,83.6,75.24
2024-06-23,85.8,77.22
2024-06-24,86.5,77.85
2024-06-25,82.7,74.43
2024-06-26,119.4,107.46
2024-06-27,117.9,106.11
2024-06-28,114.6,103.14
2024-06-29,110.6,99.54
2024-06-30,96.4,86.76
2024-07-01,116.4,133.86
2024-07-02,95.3,109.59
2024-07-03,82.5,94.87
2024-07-04,111.1,127.76
2024-07-05,99.3,114.19
2024-07-06,116.7,134.2
2024-07-07,113.7,130.75
2024-07-08,113.9,130.98
2024-07-09,105.4,121.21
2024-07-10,88.8,102.12
2024-07-11,80.9,93.03
2024-07-12,112.9,129.84
2024-07-13,103.1,118.56
2024-07-14,109.9,126.38
2024-07-15,91.5,105.22
2024-07-16,83.0,95.45
2024-07-17,116.9,134.44
2024-07-18,119.4,137.31
2024-07-19,109.9,126.38
2024-07-20,85.5,98.32
